ticket_id,created_at,resolved_at,updated_at,customer_id,channel,priority,category,assigned_team,status,first_response_minutes,csat_score,reopened_count,source_system,first_response_target_min,resolution_target_hours,resolution_hours,first_response_sla_met,resolution_sla_met,overall_sla_met,is_reopened,created_date,created_month,created_week
TKT00220,2025-05-26 21:11:00,2025-05-27 11:48:13,2025-05-27 11:48:13,CUST0047,Email,High,OAuth Issue,Integrations,Resolved,34,,0,Integration Dashboard,30,8,14.620277777777778,0,0,0,0,2025-05-26,2025-05,2025-05-26/2025-06-01
TKT00221,2025-03-15 18:17:00,2025-03-16 21:35:03,2025-03-16 21:35:03,CUST0082,Web Form,Medium,Application Bug,Technical,Resolved,69,4.0,0,Support Portal,60,24,27.300833333333333,0,0,0,0,2025-03-15,2025-03,2025-03-10/2025-03-16
TKT00222,2025-04-19 10:44:00,2025-04-20 11:03:00,2025-04-20 11:03:00,CUST0225,API Monitoring,Medium,Account Closure,Account,Resolved,72,2.0,0,CRM,60,24,24.316666666666666,0,0,0,0,2025-04-19,2025-04,2025-04-14/2025-04-20
TKT00223,2025-05-31 07:21:00,2025-05-31 13:03:17,2025-05-31 13:03:17,CUST0019,Email,High,Invoice Issue,Billing,Resolved,15,5.0,0,Integration Dashboard,30,8,5.704722222222222,1,1,1,0,2025-05-31,2025-05,2025-05-26/2025-06-01
TKT00224,2025-06-21 19:27:00,2025-06-22 12:55:20,2025-06-22 12:55:20,CUST0251,API Monitoring,Medium,OAuth Issue,Integrations,Resolved,51,3.0,0,CRM,60,24,17.47222222222222,1,1,1,0,2025-06-21,2025-06,2025-06-16/2025-06-22
TKT00225,2025-01-19 10:32:00,2025-01-20 04:18:31,2025-01-20 04:18:31,CUST0296,Email,Medium,Webhook Failure,Integrations,Resolved,99,2.0,0,Support Portal,60,24,17.775277777777777,0,1,0,0,2025-01-19,2025-01,2025-01-13/2025-01-19
TKT00226,2025-05-17 15:55:00,2025-05-17 21:56:56,2025-05-17 21:56:56,CUST0005,Chat,High,Unknown,Technical,Resolved,31,2.0,0,Support Portal,30,8,6.032222222222222,0,1,0,0,2025-05-17,2025-05,2025-05-12/2025-05-18
TKT00227,2025-04-19 17:36:00,2025-04-21 00:13:10,2025-04-21 00:13:10,CUST0038,API Monitoring,Low,Account Closure,Account,Resolved,110,5.0,0,Support Portal,120,48,30.619444444444444,1,1,1,0,2025-04-19,2025-04,2025-04-14/2025-04-20
TKT00228,2025-05-07 11:18:00,2025-05-08 06:20:35,2025-05-08 06:20:35,CUST0064,Web Form,Low,Application Bug,Technical,Resolved,69,4.0,1,Support Portal,120,48,19.043055555555554,1,1,1,1,2025-05-07,2025-05,2025-05-05/2025-05-11
TKT00229,2025-05-14 21:42:00,2025-05-15 16:51:37,2025-05-15 16:51:37,CUST0266,Email,Medium,Unknown,Integrations,Resolved,52,5.0,0,Support Portal,60,24,19.16027777777778,1,1,1,0,2025-05-14,2025-05,2025-05-12/2025-05-18
TKT00230,2025-03-15 18:41:00,2025-03-16 06:21:44,2025-03-16 06:21:44,CUST0268,Email,Medium,Slow Performance,Technical,Resolved,38,4.0,0,Integration Dashboard,60,24,11.678888888888888,1,1,1,0,2025-03-15,2025-03,2025-03-10/2025-03-16
TKT00231,2025-05-19 08:57:00,2025-05-19 22:51:54,2025-05-19 22:51:54,CUST0059,Chat,Medium,Invoice Issue,Billing,Resolved,47,5.0,0,Support Portal,60,24,13.915,1,1,1,0,2025-05-19,2025-05,2025-05-19/2025-05-25
TKT00232,2025-05-16 21:26:00,2025-05-17 07:15:34,2025-05-17 07:15:34,CUST0079,Web Form,Medium,Login Issue,Technical,Resolved,115,2.0,0,Integration Dashboard,60,24,9.82611111111111,0,1,0,0,2025-05-16,2025-05,2025-05-12/2025-05-18
TKT00233,2025-06-14 19:10:00,2025-06-15 02:09:09,2025-06-15 02:09:09,CUST0242,Web Form,Critical,Account Closure,Account,Resolved,7,4.0,0,CRM,10,4,6.985833333333333,1,0,0,0,2025-06-14,2025-06,2025-06-09/2025-06-15
TKT00234,2025-02-11 14:42:00,,2025-02-11 21:42:00,CUST0013,Web Form,Medium,Refund Request,Billing,Open,92,,0,CRM,60,24,,0,,,0,2025-02-11,2025-02,2025-02-10/2025-02-16
TKT00235,2025-06-04 14:43:00,2025-06-04 16:51:43,2025-06-04 16:51:43,CUST0080,Chat,Critical,Application Bug,Technical,Resolved,6,5.0,0,Support Portal,10,4,2.145277777777778,1,1,1,0,2025-06-04,2025-06,2025-06-02/2025-06-08
TKT00236,2025-03-04 19:26:00,2025-03-06 18:20:18,2025-03-06 18:20:18,CUST0025,Chat,Low,OAuth Issue,Integrations,Resolved,192,4.0,0,Support Portal,120,48,46.905,0,1,0,0,2025-03-04,2025-03,2025-03-03/2025-03-09
TKT00237,2025-02-01 11:23:00,2025-02-05 04:51:57,2025-02-05 04:51:57,CUST0191,Web Form,Low,Slow Performance,Technical,Resolved,54,4.0,0,Support Portal,120,48,89.4825,1,0,0,0,2025-02-01,2025-02,2025-01-27/2025-02-02
TKT00238,2025-01-06 15:20:00,2025-01-07 00:33:22,2025-01-07 00:33:22,CUST0219,Email,Medium,Refund Request,Billing,Resolved,24,4.0,0,Integration Dashboard,60,24,9.222777777777777,1,1,1,0,2025-01-06,2025-01,2025-01-06/2025-01-12
TKT00239,2025-06-02 08:57:00,,2025-06-03 01:57:00,CUST0204,API Monitoring,Medium,Account Closure,Unknown,Open,77,,0,CRM,60,24,,0,,,0,2025-06-02,2025-06,2025-06-02/2025-06-08
TKT00240,2025-02-22 21:34:00,2025-02-25 08:35:31,2025-02-25 08:35:31,CUST0181,Web Form,Medium,Payment Failed,Billing,Resolved,77,4.0,0,Integration Dashboard,60,24,59.02527777777778,0,0,0,0,2025-02-22,2025-02,2025-02-17/2025-02-23
TKT00241,2025-05-18 07:50:00,2025-05-19 02:02:23,2025-05-19 02:02:23,CUST0027,Chat,Low,Webhook Failure,Integrations,Resolved,60,2.0,0,Support Portal,120,48,18.20638888888889,1,1,1,0,2025-05-18,2025-05,2025-05-12/2025-05-18
TKT00242,2025-02-17 19:13:00,2025-02-17 22:58:53,2025-02-17 22:58:53,CUST0138,Chat,Critical,Slow Performance,Technical,Resolved,9,5.0,0,Support Portal,10,4,3.7647222222222223,1,1,1,0,2025-02-17,2025-02,2025-02-17/2025-02-23
TKT00243,2025-05-01 09:58:00,,2025-05-02 03:58:00,CUST0223,API Monitoring,Critical,Invoice Issue,Billing,Open,9,,0,Support Portal,10,4,,1,,,0,2025-05-01,2025-05,2025-04-28/2025-05-04
TKT00244,2025-04-19 18:17:00,2025-04-20 16:06:51,2025-04-20 16:06:51,CUST0282,Chat,Medium,Invoice Issue,Billing,Resolved,37,4.0,0,CRM,60,24,21.830833333333334,1,1,1,0,2025-04-19,2025-04,2025-04-14/2025-04-20
TKT00245,2025-02-11 19:34:00,2025-02-12 05:06:26,2025-02-12 05:06:26,CUST0183,API Monitoring,Medium,Login Issue,Technical,Resolved,38,5.0,0,Support Portal,60,24,9.540555555555555,1,1,1,0,2025-02-11,2025-02,2025-02-10/2025-02-16
TKT00246,2025-02-28 13:09:00,2025-03-01 11:18:27,2025-03-01 11:18:27,CUST0226,API Monitoring,Medium,Account Closure,Account,Resolved,116,2.0,0,Support Portal,60,24,22.1575,0,1,0,0,2025-02-28,2025-02,2025-02-24/2025-03-02
TKT00247,2025-03-08 10:09:00,2025-03-09 20:33:43,2025-03-09 20:33:43,CUST0185,Web Form,Medium,Account Closure,Account,Resolved,75,2.0,0,Integration Dashboard,60,24,34.411944444444444,0,0,0,0,2025-03-08,2025-03,2025-03-03/2025-03-09
TKT00248,2025-02-11 17:43:00,2025-02-12 03:52:57,2025-02-12 03:52:57,CUST0092,Chat,Medium,API Error,Integrations,Resolved,97,3.0,1,Support Portal,60,24,10.165833333333333,0,1,0,1,2025-02-11,2025-02,2025-02-10/2025-02-16
TKT00249,2025-05-08 09:22:00,2025-05-08 18:25:20,2025-05-08 18:25:20,CUST0103,Web Form,High,Application Bug,Technical,Resolved,21,2.0,0,CRM,30,8,9.055555555555555,1,0,0,0,2025-05-08,2025-05,2025-05-05/2025-05-11
TKT00250,2025-01-13 13:31:00,2025-01-15 21:52:58,2025-01-15 21:52:58,CUST0289,Chat,Medium,OAuth Issue,Integrations,Resolved,67,3.0,0,Support Portal,60,24,56.36611111111111,0,0,0,0,2025-01-13,2025-01,2025-01-13/2025-01-19
TKT00251,2025-06-22 07:18:00,,2025-06-22 15:18:00,CUST0045,Chat,Low,API Error,Integrations,Open,168,,0,Support Portal,120,48,,0,,,0,2025-06-22,2025-06,2025-06-16/2025-06-22
TKT00252,2025-05-21 13:58:00,2025-05-21 19:50:58,2025-05-21 19:50:58,CUST0212,Chat,High,API Error,Integrations,Resolved,17,3.0,0,CRM,30,8,5.882777777777778,1,1,1,0,2025-05-21,2025-05,2025-05-19/2025-05-25
TKT00253,2025-04-03 17:12:00,2025-04-03 19:41:02,2025-04-03 19:41:02,CUST0111,API Monitoring,High,Payment Failed,Billing,Resolved,31,3.0,0,Support Portal,30,8,2.483888888888889,0,1,0,0,2025-04-03,2025-04,2025-03-31/2025-04-06
TKT00254,2025-05-29 07:32:00,2025-05-31 02:27:34,2025-05-31 02:27:34,CUST0230,Web Form,Medium,Unknown,Integrations,Resolved,51,3.0,0,Support Portal,60,24,42.92611111111111,1,0,0,0,2025-05-29,2025-05,2025-05-26/2025-06-01
TKT00255,2025-02-17 10:53:00,2025-02-19 13:58:47,2025-02-19 13:58:47,CUST0163,Chat,Low,Access Request,Account,Resolved,117,4.0,0,Support Portal,120,48,51.09638888888889,1,0,0,0,2025-02-17,2025-02,2025-02-17/2025-02-23
TKT00256,2025-05-30 09:19:00,,2025-05-30 12:19:00,CUST0023,Email,Critical,Webhook Failure,Integrations,Open,5,,0,CRM,10,4,,1,,,0,2025-05-30,2025-05,2025-05-26/2025-06-01
TKT00257,2025-05-15 16:48:00,2025-05-16 10:38:54,2025-05-16 10:38:54,CUST0131,Chat,Medium,OAuth Issue,Integrations,Resolved,75,4.0,0,Support Portal,60,24,17.848333333333333,0,1,0,0,2025-05-15,2025-05,2025-05-12/2025-05-18
TKT00258,2025-02-26 17:41:00,2025-02-26 22:00:58,2025-02-26 22:00:58,CUST0041,Email,Critical,OAuth Issue,Integrations,Resolved,10,2.0,1,Support Portal,10,4,4.332777777777777,1,0,0,1,2025-02-26,2025-02,2025-02-24/2025-03-02
TKT00259,2025-06-18 16:17:00,2025-06-19 22:14:45,2025-06-19 22:14:45,CUST0118,API Monitoring,Low,Refund Request,Billing,Resolved,54,4.0,0,Integration Dashboard,120,48,29.9625,1,1,1,0,2025-06-18,2025-06,2025-06-16/2025-06-22
TKT00260,2025-01-19 12:14:00,2025-01-24 16:18:59,2025-01-24 16:18:59,CUST0249,Chat,Low,Invoice Issue,Billing,Resolved,167,3.0,0,Support Portal,120,48,124.08305555555556,0,0,0,0,2025-01-19,2025-01,2025-01-13/2025-01-19
TKT00261,2025-03-23 10:28:00,,2025-03-25 10:28:00,CUST0224,API Monitoring,Medium,Plan Change,Account,Open,63,,0,Support Portal,60,24,,0,,,0,2025-03-23,2025-03,2025-03-17/2025-03-23
TKT00262,2025-06-13 08:47:00,,2025-06-14 08:47:00,CUST0299,Web Form,Medium,Account Closure,Account,Pending,199,,0,Support Portal,60,24,,0,,,0,2025-06-13,2025-06,2025-06-09/2025-06-15
TKT00263,2025-01-14 13:19:00,,2025-01-15 00:19:00,CUST0224,Chat,Critical,API Error,Integrations,Open,5,,0,Integration Dashboard,10,4,,1,,,0,2025-01-14,2025-01,2025-01-13/2025-01-19
TKT00264,2025-06-01 11:21:00,,2025-06-03 05:21:00,CUST0227,Email,Medium,Login Issue,Technical,Open,25,,0,Integration Dashboard,60,24,,1,,,0,2025-06-01,2025-06,2025-05-26/2025-06-01
TKT00265,2025-03-05 17:51:00,2025-03-15 07:12:48,2025-03-15 07:12:48,CUST0125,Email,Low,Refund Request,Billing,Resolved,280,2.0,0,Support Portal,120,48,229.36333333333334,0,0,0,0,2025-03-05,2025-03,2025-03-03/2025-03-09
TKT00266,2025-04-19 13:51:00,2025-04-20 11:47:01,2025-04-20 11:47:01,CUST0186,Web Form,Medium,Application Bug,Technical,Resolved,37,4.0,0,Integration Dashboard,60,24,21.933611111111112,1,1,1,0,2025-04-19,2025-04,2025-04-14/2025-04-20
TKT00267,2025-05-29 16:55:00,,2025-05-31 15:55:00,CUST0101,Email,High,OAuth Issue,Unknown,Pending,44,,0,Support Portal,30,8,,0,,,0,2025-05-29,2025-05,2025-05-26/2025-06-01
TKT00268,2025-06-13 09:25:00,2025-06-14 12:12:07,2025-06-14 12:12:07,CUST0290,Email,Medium,Application Bug,Technical,Resolved,77,,0,Integration Dashboard,60,24,26.78527777777778,0,0,0,0,2025-06-13,2025-06,2025-06-09/2025-06-15
TKT00269,2025-04-26 12:23:00,2025-04-28 23:52:53,2025-04-28 23:52:53,CUST0099,Web Form,Low,Refund Request,Billing,Resolved,125,2.0,0,CRM,120,48,59.49805555555555,0,0,0,0,2025-04-26,2025-04,2025-04-21/2025-04-27
TKT00270,2025-06-08 14:57:00,2025-06-11 12:58:43,2025-06-11 12:58:43,CUST0288,Chat,Low,Access Request,Account,Resolved,182,4.0,0,CRM,120,48,70.0286111111111,0,0,0,0,2025-06-08,2025-06,2025-06-02/2025-06-08
TKT00271,2025-03-19 17:18:00,2025-03-20 11:51:44,2025-03-20 11:51:44,CUST0030,Email,Medium,Application Bug,Technical,Resolved,20,4.0,0,Support Portal,60,24,18.56222222222222,1,1,1,0,2025-03-19,2025-03,2025-03-17/2025-03-23
TKT00272,2025-01-29 09:51:00,2025-01-30 09:08:59,2025-01-30 09:08:59,CUST0138,Email,Medium,Application Bug,Technical,Resolved,95,3.0,1,Support Portal,60,24,23.299722222222222,0,1,0,1,2025-01-29,2025-01,2025-01-27/2025-02-02
TKT00273,2025-04-06 18:22:00,2025-04-08 00:15:36,2025-04-08 00:15:36,CUST0106,Chat,Medium,Payment Failed,Billing,Resolved,27,3.0,1,Integration Dashboard,60,24,29.893333333333334,1,0,0,1,2025-04-06,2025-04,2025-03-31/2025-04-06
TKT00274,2025-04-09 09:26:00,2025-04-09 16:02:12,2025-04-09 16:02:12,CUST0009,API Monitoring,High,Slow Performance,Technical,Resolved,18,4.0,0,Integration Dashboard,30,8,6.6033333333333335,1,1,1,0,2025-04-09,2025-04,2025-04-07/2025-04-13
TKT00275,2025-03-13 08:17:00,2025-03-14 02:10:17,2025-03-14 02:10:17,CUST0184,Web Form,Medium,Slow Performance,Technical,Resolved,32,3.0,0,CRM,60,24,17.888055555555557,1,1,1,0,2025-03-13,2025-03,2025-03-10/2025-03-16
TKT00276,2025-01-31 14:58:00,2025-01-31 18:10:33,2025-01-31 18:10:33,CUST0268,Chat,High,Invoice Issue,Billing,Resolved,16,5.0,0,Integration Dashboard,30,8,3.2091666666666665,1,1,1,0,2025-01-31,2025-01,2025-01-27/2025-02-02
TKT00277,2025-06-12 15:37:00,2025-06-14 09:25:38,2025-06-14 09:25:38,CUST0135,Chat,Medium,API Error,Integrations,Resolved,54,3.0,0,Support Portal,60,24,41.81055555555555,1,0,0,0,2025-06-12,2025-06,2025-06-09/2025-06-15
TKT00278,2025-01-09 07:11:00,2025-01-10 05:12:45,2025-01-10 05:12:45,CUST0062,Web Form,High,Invoice Issue,Billing,Resolved,31,4.0,1,Integration Dashboard,30,8,22.029166666666665,0,0,0,1,2025-01-09,2025-01,2025-01-06/2025-01-12
TKT00279,2025-02-18 10:38:00,2025-02-19 22:43:34,2025-02-19 22:43:34,CUST0130,Email,Low,OAuth Issue,Integrations,Resolved,157,4.0,0,Support Portal,120,48,36.092777777777776,0,1,0,0,2025-02-18,2025-02,2025-02-17/2025-02-23
TKT00280,2025-06-11 21:50:00,2025-06-12 07:15:20,2025-06-12 07:15:20,CUST0050,Web Form,High,OAuth Issue,Integrations,Resolved,13,3.0,0,Support Portal,30,8,9.422222222222222,1,0,0,0,2025-06-11,2025-06,2025-06-09/2025-06-15
TKT00281,2025-04-01 19:51:00,2025-04-03 18:25:12,2025-04-03 18:25:12,CUST0050,API Monitoring,Low,Webhook Failure,Integrations,Resolved,80,4.0,0,Support Portal,120,48,46.57,1,1,1,0,2025-04-01,2025-04,2025-03-31/2025-04-06
TKT00282,2025-03-01 20:28:00,2025-03-02 13:38:33,2025-03-02 13:38:33,CUST0186,Email,Medium,Invoice Issue,Billing,Resolved,132,4.0,1,Support Portal,60,24,17.175833333333333,0,1,0,1,2025-03-01,2025-03,2025-02-24/2025-03-02
TKT00283,2025-04-05 10:21:00,2025-04-05 22:38:14,2025-04-05 22:38:14,CUST0207,API Monitoring,High,Invoice Issue,Billing,Resolved,30,3.0,0,CRM,30,8,12.287222222222223,1,0,0,0,2025-04-05,2025-04,2025-03-31/2025-04-06
TKT00284,2025-04-08 09:50:00,2025-04-08 12:02:22,2025-04-08 12:02:22,CUST0227,Chat,High,Login Issue,Technical,Resolved,13,5.0,0,Support Portal,30,8,2.206111111111111,1,1,1,0,2025-04-08,2025-04,2025-04-07/2025-04-13
TKT00285,2025-04-29 21:00:00,2025-04-30 14:39:15,2025-04-30 14:39:15,CUST0094,Chat,Low,Webhook Failure,Integrations,Resolved,71,5.0,0,Support Portal,120,48,17.654166666666665,1,1,1,0,2025-04-29,2025-04,2025-04-28/2025-05-04
TKT00286,2025-04-23 08:24:00,,2025-04-25 02:24:00,CUST0201,Chat,Medium,Invoice Issue,Billing,Open,80,,0,Support Portal,60,24,,0,,,0,2025-04-23,2025-04,2025-04-21/2025-04-27
TKT00287,2025-01-24 13:34:00,2025-01-25 23:45:29,2025-01-25 23:45:29,CUST0230,Web Form,Medium,Plan Change,Account,Resolved,46,4.0,0,CRM,60,24,34.19138888888889,1,0,0,0,2025-01-24,2025-01,2025-01-20/2025-01-26
TKT00288,2025-05-24 19:06:00,,2025-05-24 23:06:00,CUST0001,Chat,Low,API Error,Integrations,Open,223,,0,Support Portal,120,48,,0,,,0,2025-05-24,2025-05,2025-05-19/2025-05-25
TKT00289,2025-01-28 17:53:00,2025-01-29 07:00:23,2025-01-29 07:00:23,CUST0155,Web Form,Medium,OAuth Issue,Integrations,Resolved,36,4.0,0,CRM,60,24,13.123055555555556,1,1,1,0,2025-01-28,2025-01,2025-01-27/2025-02-02
TKT00290,2025-04-26 18:37:00,2025-04-28 06:44:39,2025-04-28 06:44:39,CUST0230,Email,Medium,Plan Change,Account,Resolved,30,4.0,0,Support Portal,60,24,36.1275,1,0,0,0,2025-04-26,2025-04,2025-04-21/2025-04-27
TKT00291,2025-04-26 16:32:00,2025-04-27 02:38:25,2025-04-27 02:38:25,CUST0102,Chat,Critical,Refund Request,Billing,Resolved,19,2.0,1,Support Portal,10,4,10.106944444444444,0,0,0,1,2025-04-26,2025-04,2025-04-21/2025-04-27
TKT00292,2025-05-10 09:42:00,2025-05-10 23:44:38,2025-05-10 23:44:38,CUST0202,Email,Medium,Slow Performance,Technical,Resolved,84,3.0,1,Support Portal,60,24,14.043888888888889,0,1,0,1,2025-05-10,2025-05,2025-05-05/2025-05-11
TKT00293,2025-04-16 09:34:00,2025-04-16 22:05:25,2025-04-16 22:05:25,CUST0129,Email,Medium,Refund Request,Billing,Resolved,28,5.0,0,CRM,60,24,12.52361111111111,1,1,1,0,2025-04-16,2025-04,2025-04-14/2025-04-20
TKT00294,2025-03-24 16:07:00,2025-03-27 03:10:24,2025-03-27 03:10:24,CUST0144,Chat,Medium,API Error,Integrations,Resolved,80,4.0,0,Support Portal,60,24,59.056666666666665,0,0,0,0,2025-03-24,2025-03,2025-03-24/2025-03-30
TKT00295,2025-04-23 20:56:00,2025-04-24 19:30:21,2025-04-24 19:30:21,CUST0075,Email,Medium,Login Issue,Technical,Resolved,93,3.0,0,Integration Dashboard,60,24,22.5725,0,1,0,0,2025-04-23,2025-04,2025-04-21/2025-04-27
TKT00296,2025-04-12 17:30:00,2025-04-12 22:40:20,2025-04-12 22:40:20,CUST0070,Chat,Critical,Slow Performance,Technical,Resolved,11,2.0,0,CRM,10,4,5.1722222222222225,0,0,0,0,2025-04-12,2025-04,2025-04-07/2025-04-13
TKT00297,2025-03-25 15:30:00,2025-03-25 23:39:47,2025-03-25 23:39:47,CUST0248,Web Form,Medium,Payment Failed,Billing,Resolved,54,4.0,0,CRM,60,24,8.163055555555555,1,1,1,0,2025-03-25,2025-03,2025-03-24/2025-03-30
TKT00298,2025-04-02 12:28:00,,2025-04-03 01:28:00,CUST0101,API Monitoring,Medium,Slow Performance,Technical,Open,61,,0,Integration Dashboard,60,24,,0,,,0,2025-04-02,2025-04,2025-03-31/2025-04-06
TKT00299,2025-06-09 08:34:00,2025-06-09 22:54:52,2025-06-09 22:54:52,CUST0014,API Monitoring,Medium,Webhook Failure,Integrations,Resolved,25,4.0,0,Integration Dashboard,60,24,14.347777777777777,1,1,1,0,2025-06-09,2025-06,2025-06-09/2025-06-15
TKT00300,2025-05-01 12:56:00,2025-05-03 22:15:31,2025-05-03 22:15:31,CUST0140,API Monitoring,Low,Unknown,Account,Resolved,50,3.0,0,Support Portal,120,48,57.32527777777778,1,0,0,0,2025-05-01,2025-05,2025-04-28/2025-05-04
TKT00301,2025-06-04 07:07:00,2025-06-06 06:00:50,2025-06-06 06:00:50,CUST0160,Chat,Low,Login Issue,Technical,Resolved,107,5.0,0,Integration Dashboard,120,48,46.897222222222226,1,1,1,0,2025-06-04,2025-06,2025-06-02/2025-06-08
TKT00302,2025-03-04 16:22:00,2025-03-06 07:17:30,2025-03-06 07:17:30,CUST0070,Email,Medium,Application Bug,Technical,Resolved,26,4.0,1,Support Portal,60,24,38.925,1,0,0,1,2025-03-04,2025-03,2025-03-03/2025-03-09
TKT00303,2025-02-10 15:08:00,2025-02-13 14:57:27,2025-02-13 14:57:27,CUST0193,API Monitoring,Low,Invoice Issue,Billing,Resolved,174,2.0,0,Integration Dashboard,120,48,71.82416666666667,0,0,0,0,2025-02-10,2025-02,2025-02-10/2025-02-16
TKT00304,2025-03-15 09:32:00,,2025-03-15 16:32:00,CUST0120,API Monitoring,Low,Webhook Failure,Integrations,Open,93,,0,CRM,120,48,,1,,,0,2025-03-15,2025-03,2025-03-10/2025-03-16
TKT00305,2025-05-29 14:02:00,2025-05-31 02:19:35,2025-05-31 02:19:35,CUST0149,Web Form,Medium,Application Bug,Technical,Resolved,30,3.0,0,CRM,60,24,36.293055555555554,1,0,0,0,2025-05-29,2025-05,2025-05-26/2025-06-01
TKT00306,2025-01-01 21:40:00,,2025-01-03 14:40:00,CUST0060,Email,Medium,Application Bug,Technical,Pending,60,,0,Integration Dashboard,60,24,,1,,,0,2025-01-01,2025-01,2024-12-30/2025-01-05
TKT00307,2025-06-22 09:16:00,2025-06-23 02:48:23,2025-06-23 02:48:23,CUST0222,API Monitoring,Medium,Application Bug,Technical,Resolved,25,5.0,0,CRM,60,24,17.539722222222224,1,1,1,0,2025-06-22,2025-06,2025-06-16/2025-06-22
TKT00308,2025-06-14 13:47:00,,2025-06-16 13:47:00,CUST0296,Chat,High,Application Bug,Technical,Pending,12,,0,Support Portal,30,8,,1,,,0,2025-06-14,2025-06,2025-06-09/2025-06-15
TKT00309,2025-02-19 13:01:00,2025-02-21 10:54:00,2025-02-21 10:54:00,CUST0235,API Monitoring,Low,API Error,Integrations,Resolved,128,3.0,0,Integration Dashboard,120,48,45.88333333333333,0,1,0,0,2025-02-19,2025-02,2025-02-17/2025-02-23
TKT00310,2025-06-13 18:07:00,2025-06-15 00:41:34,2025-06-15 00:41:34,CUST0135,Email,Medium,Login Issue,Technical,Resolved,47,3.0,1,CRM,60,24,30.57611111111111,1,0,0,1,2025-06-13,2025-06,2025-06-09/2025-06-15
TKT00311,2025-05-31 19:49:00,2025-06-01 04:26:54,2025-06-01 04:26:54,CUST0257,Email,Medium,Slow Performance,Technical,Resolved,53,5.0,0,Integration Dashboard,60,24,8.631666666666666,1,1,1,0,2025-05-31,2025-05,2025-05-26/2025-06-01
TKT00312,2025-02-10 07:09:00,2025-02-10 11:07:09,2025-02-10 11:07:09,CUST0153,API Monitoring,High,Account Closure,Account,Resolved,21,4.0,0,Support Portal,30,8,3.9691666666666667,1,1,1,0,2025-02-10,2025-02,2025-02-10/2025-02-16
TKT00313,2025-01-27 16:47:00,2025-02-01 08:14:39,2025-02-01 08:14:39,CUST0090,Chat,Medium,Login Issue,Technical,Resolved,20,2.0,1,Support Portal,60,24,111.46083333333333,1,0,0,1,2025-01-27,2025-01,2025-01-27/2025-02-02
TKT00314,2025-03-09 15:29:00,,2025-03-10 08:29:00,CUST0065,Email,High,OAuth Issue,Integrations,Open,23,,0,CRM,30,8,,1,,,0,2025-03-09,2025-03,2025-03-03/2025-03-09
TKT00315,2025-01-23 09:34:00,,2025-01-24 18:34:00,CUST0182,Web Form,High,Payment Failed,Billing,Open,26,,0,Integration Dashboard,30,8,,1,,,0,2025-01-23,2025-01,2025-01-20/2025-01-26
TKT00316,2025-01-12 07:34:00,2025-01-13 12:49:17,2025-01-13 12:49:17,CUST0008,Email,Medium,Application Bug,Technical,Resolved,60,3.0,0,Integration Dashboard,60,24,29.254722222222224,1,0,0,0,2025-01-12,2025-01,2025-01-06/2025-01-12
TKT00317,2025-03-06 13:42:00,2025-03-07 23:25:33,2025-03-07 23:25:33,CUST0143,Chat,Medium,Webhook Failure,Integrations,Resolved,14,3.0,0,Support Portal,60,24,33.725833333333334,1,0,0,0,2025-03-06,2025-03,2025-03-03/2025-03-09
TKT00318,2025-05-28 09:54:00,2025-05-28 21:51:41,2025-05-28 21:51:41,CUST0226,API Monitoring,Medium,Plan Change,Account,Resolved,35,4.0,0,Support Portal,60,24,11.961388888888889,1,1,1,0,2025-05-28,2025-05,2025-05-26/2025-06-01
TKT00319,2025-01-31 09:30:00,2025-02-04 12:35:38,2025-02-04 12:35:38,CUST0268,Email,Low,API Error,Integrations,Resolved,151,4.0,0,CRM,120,48,99.09388888888888,0,0,0,0,2025-01-31,2025-01,2025-01-27/2025-02-02
TKT00320,2025-01-09 20:52:00,2025-01-10 10:51:15,2025-01-10 10:51:15,CUST0285,Web Form,Medium,Application Bug,Technical,Resolved,56,4.0,0,Support Portal,60,24,13.9875,1,1,1,0,2025-01-09,2025-01,2025-01-06/2025-01-12
TKT00321,2025-02-05 10:09:00,2025-02-06 11:04:00,2025-02-06 11:04:00,CUST0023,API Monitoring,Medium,Unknown,Integrations,Resolved,77,4.0,0,Integration Dashboard,60,24,24.916666666666668,0,0,0,0,2025-02-05,2025-02,2025-02-03/2025-02-09
TKT00322,2025-02-09 20:39:00,2025-02-10 21:41:23,2025-02-10 21:41:23,CUST0131,Email,Medium,OAuth Issue,Integrations,Resolved,12,3.0,0,CRM,60,24,25.039722222222224,1,0,0,0,2025-02-09,2025-02,2025-02-03/2025-02-09
TKT00323,2025-06-21 19:41:00,2025-06-22 16:12:14,2025-06-22 16:12:14,CUST0057,Email,Medium,Access Request,Account,Resolved,62,3.0,1,Support Portal,60,24,20.520555555555557,0,1,0,1,2025-06-21,2025-06,2025-06-16/2025-06-22
TKT00324,2025-04-11 18:29:00,2025-04-13 01:50:01,2025-04-13 01:50:01,CUST0222,Chat,Low,Plan Change,Account,Resolved,103,5.0,0,Integration Dashboard,120,48,31.350277777777777,1,1,1,0,2025-04-11,2025-04,2025-04-07/2025-04-13
TKT00326,2025-04-26 15:37:00,2025-04-27 12:57:42,2025-04-27 12:57:42,CUST0015,API Monitoring,Medium,Invoice Issue,Billing,Resolved,46,4.0,0,CRM,60,24,21.345,1,1,1,0,2025-04-26,2025-04,2025-04-21/2025-04-27
