ticket_id,created_at,resolved_at,updated_at,customer_id,channel,priority,category,assigned_team,status,first_response_minutes,csat_score,reopened_count,source_system
TKT00328,2025-05-24 21:17:00,2025-05-28 14:58:12,2025-05-28 14:58:12,CUST0095,Chat,Medium,API Error,Integrations,Resolved,66,4.0,1,Support Portal
TKT00329,2025-02-14 09:08:00,2025-02-15 09:35:38,2025-02-15 09:35:38,CUST0132,Web Form,Low,Invoice Issue,Billing,resolved,159,2.0,0,Integration Dashboard
TKT00330,2025-04-29 19:12:00,2025-04-30 07:36:00,2025-04-30 07:36:00,CUST0199,API Monitoring,Medium,Payment Failed,Billing,Resolved,62,3.0,1,Support Portal
TKT00331,2025-01-29 11:31:00,2025-01-30 08:26:42,2025-01-30 08:26:42,CUST0097,API Monitoring,Medium,Payment Failed,Billing,Resolved,34,5.0,0,Support Portal
TKT00332,2025-03-29 21:23:00,,2025-04-01 06:23:00,CUST0146,Email,Medium,Access Request,Account,Open,21,,0,CRM
TKT00333,2025-04-08 10:18:00,2025-04-09 05:20:33,2025-04-09 05:20:33,CUST0196,Chat,Low,Application Bug,Technical,Resolved,398,2.0,0,Integration Dashboard
TKT00334,2025-06-14 13:26:00,,2025-06-17 02:26:00,CUST0246,Chat,Medium,Invoice Issue,Billing,Pending,60,,0,CRM
TKT00335,2025-04-18 19:05:00,2025-04-19 05:33:21,2025-04-19 05:33:21,CUST0044,Chat,High,API Error,Integrations,resolved,36,3.0,0,CRM
TKT00336,2025-04-10 09:19:00,2025-04-11 08:12:46,2025-04-11 08:12:46,CUST0144,Chat,Low,Plan Change,Account,Resolved,113,5.0,0,Support Portal
TKT00337,2025-06-26 16:49:00,2025-07-01 08:48:56,2025-07-01 08:48:56,CUST0300,Email,Medium,API Error,Integrations,Resolved,49,2.0,1,Support Portal
TKT00338,2025-02-26 21:01:00,,2025-02-27 06:01:00,CUST0001,API Monitoring,Low,Slow Performance,Technical,Open,72,,0,Support Portal
TKT00339,2025-01-17 13:44:00,2025-01-18 17:24:14,2025-01-18 17:24:14,CUST0222,Chat, low ,Invoice Issue,Billing,Resolved,57,5.0,0,CRM
TKT00340,2025-05-03 07:39:00,2025-05-05 12:47:38,2025-05-05 12:47:38,CUST0142,Email,Low,Plan Change,Account,Resolved,80,9.0,0,Support Portal
TKT00341,2025-05-18 14:30:00,2025-05-20 00:42:58,2025-05-20 00:42:58,CUST0242,Email,Medium,Payment Failed,Billing,Resolved,48,4.0,0,CRM
TKT00342,2025-01-26 18:21:00,2025-01-26 20:59:56,2025-01-26 20:59:56,CUST0184,API Monitoring,High,OAuth Issue,Integrations,Resolved,51,3.0,0,Support Portal
TKT00343,2025-06-05 20:05:00,,2025-06-07 13:05:00,CUST0107,Web Form,Medium,Login Issue,Technical,Open,138,,0,CRM
TKT00344,2025-06-10 08:57:00,2025-06-11 04:21:22,2025-06-11 04:21:22,CUST0216,Chat,Low,OAuth Issue,Integrations,Resolved,133,3.0,0,Support Portal
TKT00345,2025-04-13 19:36:00,2025-04-14 20:50:29,2025-04-14 20:50:29,CUST0042,Chat,Medium,Account Closure,Account,Resolved,86,3.0,0,Support Portal
TKT00346,2025-06-10 17:10:00,2025-06-12 17:02:49,2025-06-12 17:02:49,CUST0033,Email,Low,Account Closure,Account,Resolved,73,4.0,0,Support Portal
TKT00347,2025-03-14 20:54:00,2025-03-15 02:16:42,2025-03-15 02:16:42,CUST0171,Email,Medium,Refund Request,Billing,Resolved,20,5.0,0,Support Portal
TKT00348,2025-05-16 20:55:00,2025-05-20 02:57:53,2025-05-20 02:57:53,CUST0191,API Monitoring,Medium,OAuth Issue,Integrations,Resolved,23,4.0,0,Integration Dashboard
TKT00349,2025-01-11 10:29:00,2025-01-12 05:48:12,2025-01-12 05:48:12,CUST0169,Web Form,Medium,Plan Change,Account,Resolved,34,4.0,0,CRM
TKT00350,2025-03-05 18:33:00,,2025-03-06 13:33:00,CUST0001,Chat,Low,API Error,Integrations,Open,131,,0,CRM
TKT00351,2025-03-01 13:16:00,2025-03-01 14:40:41,2025-03-01 14:40:41,CUST0164,Email,Critical,Webhook Failure,Integrations,Resolved,17,4.0,0,Support Portal
TKT00352,2025-06-29 08:31:00,2025-06-29 10:18:03,2025-06-29 10:18:03,CUST0158,Web Form,High,Application Bug,Technical,Resolved,9,5.0,0,Support Portal
TKT00353,2025-03-24 21:47:00,,2025-03-26 11:47:00,CUST0223,API Monitoring,Low,Application Bug,Technical,Open,114,,0,Support Portal
TKT00354,2025-01-21 18:53:00,,2025-01-22 12:53:00,CUST0204,Chat,Medium,Invoice Issue,Billing,Open,51,,0,CRM
TKT00355,2025-02-06 17:24:00,2025-02-07 15:45:23,2025-02-07 15:45:23,CUST0145,Chat,Medium,Invoice Issue,Billing,Resolved,48,5.0,0,Support Portal
TKT00356,2025-03-03 20:00:00,2025-03-04 01:40:04,2025-03-04 01:40:04,CUST0046,Email,High,Refund Request,Billing,Resolved,43,4.0,1,Integration Dashboard
TKT00357,2025-02-04 15:54:00,,2025-02-05 03:54:00,CUST0089,Email,High,Application Bug,Technical,Pending,48,,0,Support Portal
TKT00358,2025-04-02 09:19:00,2025-04-03 03:04:15,2025-04-03 03:04:15,CUST0066,API Monitoring,Medium,Application Bug,TECHNICAL ,Resolved,59,4.0,0,Support Portal
TKT00359,17/05/2025 13:25,2025-05-18 06:44:47,2025-05-18 06:44:47,CUST0028,Chat,Medium,Payment Failed,Billing,Resolved,47,4.0,0,CRM
TKT00360,2025-04-17 10:21:00,2025-04-18 06:46:05,2025-04-18 06:46:05,CUST0132,Web Form,Low,Login Issue,Technical,Resolved,67,5.0,0,Support Portal
TKT00361,2025-06-02 19:04:00,2025-06-04 12:17:13,2025-06-04 12:17:13,CUST0021,Web Form,Low,Webhook Failure,Integrations,Resolved,78,4.0,0,Support Portal
TKT00362,2025-03-15 16:18:00,,2025-03-17 06:18:00,CUST0228,Chat,Medium,Application Bug,Technical,Open,22,,0,Support Portal
TKT00363,2025-01-21 17:40:00,2025-01-22 23:01:49,2025-01-22 23:01:49,CUST0177,Email,Medium,Access Request,Account,Resolved,40,3.0,0,Support Portal
TKT00364,2025-05-30 07:14:00,2025-05-31 11:26:57,2025-05-31 11:26:57,CUST0259,Email,Low,Payment Failed,Billing,Resolved,185,4.0,0,Support Portal
TKT00365,2025-04-04 18:02:00,2025-04-05 00:40:38,2025-04-05 00:40:38,CUST0248,Web Form,Critical,Application Bug,Technical,Resolved,18,5.0,0,CRM
TKT00366,2025-04-07 17:06:00,,2025-04-08 12:06:00,CUST0148,Email,Low,Account Closure,ACCOUNT ,Open,79,,0,Support Portal
TKT00367,2025-06-27 19:37:00,,2025-06-28 17:37:00,CUST0217,Chat,Critical,API Error,Integrations,Pending,3,,0,Support Portal
TKT00368,2025-05-14 20:48:00,2025-05-15 22:19:01,2025-05-15 22:19:01,CUST0045,Email,Low,Application Bug,Technical,Resolved,34,5.0,0,CRM
TKT00369,2025-06-26 18:16:00,2025-06-27 04:47:24,2025-06-27 04:47:24,CUST0032,Web Form,Medium,Application Bug,Technical,Resolved,70,3.0,0,Integration Dashboard
TKT00370,2025-06-18 11:07:00,2025-06-19 15:52:17,2025-06-19 15:52:17,CUST0092,API Monitoring,Low,Invoice Issue,Billing,Resolved,0,3.0,0,Support Portal
TKT00371,2025-04-07 12:23:00,2025-04-07 16:31:04,2025-04-07 16:31:04,CUST0028,Chat,Critical,Webhook Failure,Integrations,Resolved,9,3.0,0,Support Portal
TKT00372,2025-05-29 17:48:00,2025-06-02 07:25:48,2025-06-02 07:25:48,CUST0083,Email,Low,Slow Performance,Technical,Resolved,174,4.0,0,Support Portal
TKT00373,2025-01-29 17:37:00,2025-01-29 22:49:10,2025-01-29 22:49:10,CUST0204,Chat,Critical,Refund Request,Billing,Resolved,9,4.0,0,Integration Dashboard
TKT00374,2025-02-19 11:01:00,,2025-02-19 21:01:00,CUST0260,Email,Medium,Account Closure,Account,Pending,94,,0,Support Portal
TKT00375,2025-06-28 20:55:00,2025-06-29 05:27:10,2025-06-29 05:27:10,CUST0191,Email,Medium,Plan Change,Account,Resolved,52,5.0,0,Support Portal
TKT00376,2025-02-14 20:32:00,,2025-02-16 21:32:00,CUST0190,Web Form,Medium,Webhook Failure,Integrations,Open,142,,0,Support Portal
TKT00377,2025-01-09 16:48:00,2025-01-09 20:37:44,2025-01-09 20:37:44,CUST0094,API Monitoring,Critical,Login Issue,Technical,Resolved,15,3.0,0,Integration Dashboard
TKT00378,2025-02-06 08:21:00,2025-02-06 15:22:50,2025-02-06 15:22:50,CUST0215,Web Form,High,,Technical,Resolved,27,4.0,0,Integration Dashboard
TKT00379,2025-03-12 15:13:00,2025-03-12 23:56:22,2025-03-12 23:56:22,CUST0266,Chat,High,Slow Performance,Technical,Resolved,10,3.0,0,CRM
TKT00380,2025-02-11 07:08:00,2025-02-11 11:51:17,2025-02-11 11:51:17,CUST0188,API Monitoring,High,Login Issue,Technical,Resolved,13,4.0,0,Support Portal
TKT00381,2025-03-12 10:11:00,,2025-03-13 00:11:00,CUST0082,Web Form,Medium,Slow Performance,TECHNICAL ,Pending,30,,0,Integration Dashboard
TKT00382,2025-04-15 17:59:00,2025-04-17 04:39:56,2025-04-17 04:39:56,CUST0017,Email,Low,OAuth Issue,Integrations,Resolved,93,4.0,0,CRM
TKT00383,2025-01-31 08:03:00,,2025-02-03 05:03:00,CUST0200,API Monitoring,Low,Payment Failed,Billing,Open,127,,0,Integration Dashboard
TKT00384,2025-03-30 07:33:00,2025-03-31 05:34:50,2025-03-31 05:34:50,CUST0091,Chat,Medium,Account Closure,Account,Resolved,64,3.0,0,Support Portal
TKT00385,2025-03-27 13:05:00,,2025-03-29 17:05:00,CUST0179,API Monitoring,Medium,Slow Performance,Technical,Open,45,,0,Support Portal
TKT00386,2025-04-02 09:38:00,2025-04-04 18:15:23,2025-04-04 18:15:23,CUST0280,Chat,Low,Webhook Failure,Integrations,Resolved,203,4.0,0,Integration Dashboard
TKT00387,2025-05-29 16:12:00,2025-05-31 08:47:08,2025-05-31 08:47:08,CUST0134,Chat,Low,,Technical,Resolved,126,4.0,1,Integration Dashboard
TKT00388,2025-06-20 21:17:00,2025-06-21 16:38:12,2025-06-21 16:38:12,CUST0299,Chat, medium ,Login Issue,Technical,Resolved,21,3.0,0,Support Portal
TKT00389,2025-05-26 13:05:00,2025-05-27 22:56:36,2025-05-27 22:56:36,CUST0140,Chat,Low,Invoice Issue,Billing,resolved,41,3.0,1,Integration Dashboard
TKT00390,2025-03-03 08:04:00,2025-03-04 02:00:13,2025-03-04 02:00:13,CUST0248,Email,High,Payment Failed,Billing,Resolved,25,2.0,0,CRM
TKT00391,2025-05-15 09:35:00,2025-05-16 21:08:14,2025-05-16 21:08:14,CUST0164,API Monitoring,Medium,Login Issue,Technical,Resolved,35,3.0,0,Support Portal
TKT00392,2025-01-25 16:27:00,2025-01-25 18:42:29,2025-01-25 18:42:29,CUST0213,API Monitoring,Critical,API Error,Integrations,Resolved,6,5.0,0,Support Portal
TKT00393,2025-04-01 16:04:00,,2025-04-01 23:04:00,CUST0081,Email,High,Refund Request,Billing,Open,26,,0,Support Portal
TKT00394,2025-02-26 21:16:00,2025-02-27 00:59:57,2025-02-27 00:59:57,CUST0289,Email,Critical,OAuth Issue,Integrations,Resolved,12,3.0,1,Support Portal
TKT00395,2025-03-30 18:17:00,2025-03-31 04:00:45,2025-03-31 04:00:45,CUST0276,Chat,High,Payment Failed,Billing,Resolved,34,3.0,0,CRM
TKT00396,2025-04-20 19:46:00,2025-04-21 19:03:36,2025-04-21 19:03:36,CUST0170,Chat,Medium,Refund Request,Billing,Resolved,57,4.0,0,Support Portal
TKT00397,2025-01-31 08:18:00,2025-02-01 02:39:06,2025-02-01 02:39:06,CUST0122,Chat,Medium,Invoice Issue,Billing,Resolved,39,2.0,0,Integration Dashboard
TKT00398,2025-02-18 12:26:00,2025-02-19 16:31:32,2025-02-19 16:31:32,CUST0227,Web Form,Medium,Payment Failed,Billing,Resolved,93,2.0,0,Integration Dashboard
TKT00399,2025-02-02 19:25:00,2025-02-03 17:46:33,2025-02-03 17:46:33,CUST0273,Email,Medium,Account Closure,Account,Resolved,29,4.0,0,Integration Dashboard
TKT00400,2025-06-17 14:42:00,2025-06-18 03:42:30,2025-06-18 03:42:30,CUST0295,Web Form,Medium,Slow Performance,Technical,Resolved,55,3.0,0,Support Portal
TKT00401,2025-05-22 12:18:00,,2025-05-24 15:18:00,CUST0110,Web Form,Medium,Application Bug,Technical,Open,43,,0,Integration Dashboard
TKT00402,2025-05-26 07:12:00,,2025-05-27 14:12:00,CUST0197,Chat,Medium,Invoice Issue,Billing,Open,126,9.0,0,Support Portal
TKT00403,2025-02-15 19:22:00,2025-02-15 23:22:16,2025-02-15 23:22:16,CUST0032,Web Form,High,Access Request,Account,Resolved,42,4.0,0,CRM
TKT00404,Feb 10 2025 17:13,2025-02-12 19:43:32,2025-02-12 19:43:32,CUST0034,Email,Low,API Error,Integrations,Resolved,135,3.0,1,CRM
TKT00405,2025-06-17 14:17:00,,2025-06-20 06:17:00,CUST0115,API Monitoring,Medium,Application Bug,Technical,Open,53,,0,Integration Dashboard
TKT00406,2025-01-01 20:19:00,,2025-01-03 03:19:00,CUST0206,Chat,High,Refund Request,Billing,Open,35,,0,Support Portal
TKT00407,2025-01-15 14:16:00,,2025-01-17 12:16:00,CUST0063,Email,Medium,Webhook Failure,Integrations,Pending,210,,0,CRM
TKT00408,2025-05-28 14:53:00,2025-05-29 07:44:25,2025-05-29 07:44:25,CUST0040,Email,Medium,Plan Change,Account,Resolved,35,5.0,0,Integration Dashboard
TKT00409,2025-04-02 08:23:00,,2025-04-04 00:23:00,CUST0178,API Monitoring, low ,API Error,Integrations,Open,54,,0,Support Portal
TKT00410,2025-05-27 20:30:00,2025-05-28 05:07:18,2025-05-28 05:07:18,CUST0131,Web Form,High,Refund Request,Billing,Resolved,14,2.0,0,Integration Dashboard
TKT00411,2025-03-02 16:14:00,2025-03-04 07:10:26,2025-03-04 07:10:26,CUST0072,Web Form,Medium,Access Request,Account,Resolved,97,3.0,0,Integration Dashboard
TKT00412,2025-03-23 11:28:00,,2025-03-25 03:28:00,CUST0034,Web Form,High,Slow Performance,Technical,Open,46,,0,Support Portal
TKT00413,2025-04-30 20:28:00,,2025-05-02 23:28:00,CUST0213,Web Form,High,Plan Change,Account,Open,12,,0,CRM
TKT00414,2025-06-25 16:44:00,2025-06-27 09:58:39,2025-06-27 09:58:39,CUST0089,API Monitoring,Low,Plan Change,Account,Resolved,51,4.0,0,Support Portal
TKT00415,2025-01-30 12:12:00,,2025-02-02 00:12:00,CUST0232,Chat,Critical,Refund Request,Billing,open,11,,0,CRM
TKT00416,2025-02-03 15:29:00,2025-02-06 10:49:00,2025-02-06 10:49:00,CUST0211,Chat,Medium,Slow Performance,Technical,Resolved,45,3.0,0,CRM
TKT00417,2025-04-02 12:22:00,2025-04-02 22:24:37,2025-04-02 22:24:37,CUST0146,Chat,Medium,Payment Failed,Billing,Resolved,132,4.0,0,Support Portal
TKT00418,2025-04-23 21:55:00,2025-04-26 18:13:05,2025-04-26 18:13:05,CUST0162,Email,Medium,Payment Failed,Billing,Resolved,68,4.0,0,CRM
TKT00419,2025-02-03 14:38:00,2025-02-06 03:51:49,2025-02-06 03:51:49,CUST0033,Chat,Low,Login Issue,Technical,Resolved,116,2.0,0,Support Portal
TKT00420,2025-04-15 16:40:00,2025-04-16 14:51:24,2025-04-16 14:51:24,CUST0132,Chat,Medium,Login Issue,Technical,Resolved,22,3.0,0,Integration Dashboard
TKT00421,2025-02-16 09:54:00,2025-02-17 13:13:11,2025-02-17 13:13:11,CUST0066,Chat,Medium,OAuth Issue,Integrations,Resolved,113,2.0,0,Support Portal
TKT00422,2025-02-07 19:54:00,2025-02-10 03:55:02,2025-02-10 03:55:02,CUST0103,Chat,Medium,Application Bug,Technical,Resolved,103,4.0,0,Integration Dashboard
TKT00423,2025-04-12 19:11:00,2025-04-13 04:52:53,2025-04-13 04:52:53,CUST0139,Chat,Medium,Payment Failed,Billing,Resolved,55,4.0,0,Support Portal
TKT00424,2025-02-18 21:35:00,2025-02-19 05:33:35,2025-02-19 05:33:35,CUST0175,Web Form,Critical,Access Request,Account,Resolved,10,2.0,0,Integration Dashboard
TKT00425,2025-03-25 13:22:00,2025-03-25 22:11:07,2025-03-25 22:11:07,CUST0263,Chat,High,Plan Change,Account,Resolved,16,3.0,0,Integration Dashboard
TKT00426,2025-05-22 19:24:00,2025-05-24 00:49:49,2025-05-24 00:49:49,CUST0286,Chat,Low,Login Issue,Technical,Resolved,57,5.0,0,Integration Dashboard
TKT00427,2025-05-11 18:32:00,2025-05-12 12:13:41,2025-05-12 12:13:41,CUST0247,Chat,High,API Error,Integrations,Resolved,11,5.0,0,Support Portal
TKT00428,2025-03-25 09:48:00,2025-03-25 15:38:49,2025-03-25 15:38:49,CUST0260,Web Form,High,Webhook Failure,Integrations,Resolved,36,3.0,0,CRM
TKT00429,2025-04-12 08:32:00,,2025-04-14 07:32:00,CUST0013,Chat,High,Payment Failed,Billing,Open,12,,0,Support Portal
TKT00430,2025-01-27 13:51:00,2025-01-28 22:10:22,2025-01-28 22:10:22,CUST0201,Web Form,Low,Webhook Failure,Integrations,Resolved,184,4.0,0,Support Portal
TKT00431,2025-03-01 13:53:00,,2025-03-03 22:53:00,CUST0255,Email,Critical,Invoice Issue,Billing,Pending,7,,0,Support Portal
TKT00432,2025-06-02 16:34:00,2025-06-04 19:38:01,2025-06-04 19:38:01,CUST0242,Email,Medium,Payment Failed,Billing,Resolved,29,4.0,0,CRM
TKT00433,2025-05-26 19:52:00,,2025-05-28 06:52:00,CUST0214,Web Form,High,Application Bug,Technical,Open,14,,0,Support Portal
TKT00434,2025-03-31 09:49:00,2025-04-01 00:02:12,2025-04-01 00:02:12,CUST0142,API Monitoring,Medium,Plan Change,Account,Resolved,53,5.0,0,Integration Dashboard
TKT00435,2025-04-22 19:57:00,2025-04-27 19:16:17,2025-04-27 19:16:17,CUST0038,Email,Low,API Error,Integrations,Resolved,63,3.0,0,CRM
TKT00436,2025-03-30 14:22:00,,2025-03-31 14:22:00,CUST0123,Web Form,Medium,OAuth Issue,Integrations,Pending,75,,0,Support Portal
TKT00437,2025-06-06 12:38:00,2025-06-06 19:04:52,2025-06-06 19:04:52,CUST0067,Chat,Critical,API Error,Integrations,Resolved,7,3.0,0,Integration Dashboard
TKT00438,2025-06-18 15:57:00,2025-06-20 09:35:02,2025-06-20 09:35:02,CUST0123,API Monitoring,Medium,Webhook Failure,,Resolved,26,3.0,0,CRM
TKT00439,2025-04-04 16:10:00,,2025-04-06 12:10:00,CUST0083,Chat,High,Login Issue,Technical,Pending,20,,0,CRM
TKT00440,2025-05-04 21:17:00,2025-05-05 19:28:42,2025-05-05 19:28:42,CUST0118,Chat,Medium,API Error,INTEGRATIONS ,Resolved,23,4.0,0,CRM
TKT00441,2025-05-21 11:26:00,2025-05-23 10:33:47,2025-05-23 10:33:47,CUST0208,Email,Low,Login Issue,Technical,Resolved,116,5.0,0,Support Portal
TKT00442,2025-03-03 07:26:00,,2025-03-04 03:26:00,CUST0107,Web Form,High,API Error,Integrations,Pending,18,,0,Support Portal
TKT00443,2025-04-26 21:07:00,,2025-04-28 04:07:00,CUST0002,Web Form, medium ,Access Request,Account,Open,129,,0,Integration Dashboard
TKT00444,Mar 30 2025 21:25,2025-03-31 02:27:19,2025-03-31 02:27:19,CUST0121,Email,High,Refund Request,Billing,Resolved,27,4.0,0,CRM
TKT00445,2025-03-31 10:20:00,2025-04-01 19:59:01,2025-04-01 19:59:01,CUST0189,Web Form,Low,Plan Change,Account,Resolved,134,3.0,0,Support Portal
TKT00446,2025-04-05 10:31:00,2025-04-07 07:08:27,2025-04-07 07:08:27,CUST0197,API Monitoring,Medium,Invoice Issue,Billing,Resolved,65,2.0,0,Support Portal
TKT00447,2025-04-12 16:02:00,2025-04-12 23:40:53,2025-04-12 23:40:53,CUST0021,Web Form,High,Invoice Issue,Billing,Resolved,8,5.0,0,Support Portal
TKT00448,2025-05-11 14:33:00,2025-05-19 05:12:22,2025-05-19 05:12:22,CUST0143,Web Form,Low,Slow Performance,Technical,Resolved,177,3.0,0,CRM
TKT00449,2025-06-24 16:02:00,2025-06-25 04:52:02,2025-06-25 04:52:02,CUST0231,API Monitoring,Medium,Invoice Issue,Billing,Resolved,56,4.0,0,CRM
TKT00450,2025-01-15 13:22:00,2025-01-17 19:08:56,2025-01-17 19:08:56,CUST0018,API Monitoring,Medium,Invoice Issue,Billing,resolved,96,3.0,0,CRM
TKT00451,2025-03-18 17:43:00,2025-03-19 22:43:01,2025-03-19 22:43:01,CUST0106,Web Form,Medium,Refund Request,Billing,Resolved,59,4.0,0,Support Portal
TKT00452,2025-05-01 20:18:00,,2025-05-03 22:18:00,CUST0043,Email,Medium,Invoice Issue,Billing,Open,28,,0,Support Portal
TKT00453,2025-02-04 07:06:00,2025-02-04 13:11:21,2025-02-04 13:11:21,CUST0233,Email,Critical,OAuth Issue,Integrations,Resolved,8,4.0,0,Integration Dashboard
TKT00454,2025-01-29 15:42:00,2025-01-30 19:02:11,2025-01-30 19:02:11,CUST0134,Web Form,Medium,Refund Request,Billing,Resolved,91,2.0,0,Support Portal
TKT00455,2025-05-31 15:08:00,2025-06-01 06:20:07,2025-06-01 06:20:07,CUST0291,Chat,Medium,Login Issue,Technical,Resolved,104,5.0,1,CRM
TKT00456,2025-06-21 15:14:00,2025-06-21 20:44:04,2025-06-21 20:44:04,CUST0008,Web Form,High,Slow Performance,Technical,Resolved,27,5.0,0,Integration Dashboard
TKT00457,2025-03-20 14:39:00,2025-03-22 06:09:22,2025-03-22 06:09:22,CUST0176,Chat,Low,Application Bug,Technical,Resolved,57,3.0,0,Support Portal
TKT00458,2025-04-16 10:47:00,2025-04-19 16:59:02,2025-04-19 16:59:02,CUST0196,Web Form,Medium,Access Request,Account,Resolved,80,3.0,0,Support Portal
TKT00459,2025-06-18 07:36:00,2025-06-18 08:44:06,2025-06-18 08:44:06,CUST0202,API Monitoring,Critical,Login Issue,Technical,Resolved,12,4.0,0,Integration Dashboard
TKT00460,2025-01-11 12:03:00,2025-01-11 22:32:33,2025-01-11 22:32:33,CUST0214,Web Form,Medium,Slow Performance,Technical,Resolved,134,2.0,0,Support Portal
TKT00461,2025-05-29 12:09:00,2025-05-29 20:28:20,2025-05-29 20:28:20,CUST0032,Chat,Medium,Invoice Issue,Billing,Resolved,94,3.0,0,Support Portal
TKT00462,2025-03-05 11:19:00,2025-03-06 00:24:56,2025-03-06 00:24:56,CUST0053,Email,High,Access Request,Account,Resolved,15,2.0,0,Support Portal
TKT00463,2025-03-12 14:22:00,2025-12-03 12:22:00,2025-03-14 01:20:45,CUST0260,Web Form,Medium,API Error,Integrations,Resolved,44,3.0,0,Support Portal
TKT00464,Mar 29 2025 15:15,2025-03-29 21:18:14,2025-03-29 21:18:14,CUST0200,Chat,High,API Error,Integrations,Resolved,12,5.0,0,Integration Dashboard
TKT00465,2025-03-22 09:07:00,2025-03-22 11:30:22,2025-03-22 11:30:22,CUST0200,Email,Critical,Login Issue,Technical,Resolved,3,4.0,0,Support Portal
TKT00466,Jun 17 2025 14:38,2025-06-18 08:10:49,2025-06-18 08:10:49,CUST0004,API Monitoring,Medium,API Error,Integrations,Resolved,69,3.0,0,Support Portal
TKT00467,2025-01-08 17:32:00,2025-01-09 18:29:09,2025-01-09 18:29:09,CUST0279,Chat,Medium,Webhook Failure,Integrations,Resolved,79,4.0,0,Support Portal
TKT00468,2025-06-18 07:07:00,2025-06-18 20:35:00,2025-06-18 20:35:00,CUST0245,Chat,High,Login Issue,Technical,Resolved,24,3.0,1,CRM
TKT00469,2025-02-20 19:48:00,2025-02-22 08:02:41,2025-02-22 08:02:41,CUST0191,API Monitoring,Low,API Error,Integrations,Resolved,113,4.0,0,CRM
TKT00470,2025-03-08 18:51:00,,2025-03-09 11:51:00,CUST0053,Web Form,Critical,API Error,Integrations,Pending,13,,0,CRM
TKT00471,2025-04-20 14:02:00,,2025-04-22 03:02:00,CUST0220,Email,Medium,Application Bug,Technical,Open,173,,0,Support Portal
TKT00472,2025-04-24 12:34:00,2025-04-25 00:59:33,2025-04-25 00:59:33,CUST0193,Email,Low,API Error,Integrations,Resolved,263,3.0,0,CRM
TKT00473,2025-01-24 20:45:00,2025-01-25 20:38:56,2025-01-25 20:38:56,CUST0216,Web Form,Low,Payment Failed,Billing,Resolved,145,4.0,0,Integration Dashboard
TKT00474,2025-03-26 12:35:00,2025-03-26 16:52:28,2025-03-26 16:52:28,CUST0277,Web Form,High,Application Bug,Technical,Resolved,40,2.0,0,Integration Dashboard
TKT00475,2025-03-05 15:43:00,2025-03-06 04:07:39,2025-03-06 04:07:39,CUST0231,Chat,Medium,Application Bug,Technical,Resolved,89,2.0,1,Support Portal
TKT00476,2025-04-27 21:02:00,2025-04-29 05:27:31,2025-04-29 05:27:31,CUST0164,Chat,Medium,Refund Request,Billing,Resolved,71,2.0,0,CRM
TKT00477,2025-03-22 08:35:00,2025-03-22 11:01:56,2025-03-22 11:01:56,CUST0259,Email,High,API Error,Integrations,Resolved,129,2.0,1,Support Portal
TKT00478,2025-05-31 19:26:00,,2025-06-02 23:26:00,CUST0276,Email,Medium,Slow Performance,Technical,Pending,56,,0,Integration Dashboard
TKT00479,2025-04-01 09:28:00,2025-04-02 18:41:24,2025-04-02 18:41:24,CUST0036,Email,Medium,Account Closure,ACCOUNT ,Resolved,37,4.0,0,Support Portal
TKT00480,2025-06-23 12:45:00,2025-06-24 06:03:18,2025-06-24 06:03:18,CUST0223,Chat,High,API Error,Integrations,Resolved,22,3.0,0,CRM
TKT00481,2025-01-01 19:27:00,2025-01-03 01:54:18,2025-01-03 01:54:18,CUST0109,API Monitoring,Low,Login Issue,Technical,Resolved,128,2.0,0,Integration Dashboard
TKT00482,May 20 2025 15:44,2025-05-21 14:34:02,2025-05-21 14:34:02,CUST0178,Email,Medium,Plan Change,Account,Resolved,51,5.0,0,CRM
TKT00483,2025-02-26 16:53:00,,2025-02-27 06:53:00,CUST0182,Web Form,Medium,Access Request,Account,Open,44,,0,Support Portal
TKT00484,2025-04-11 16:41:00,2025-04-12 16:26:00,2025-04-12 16:26:00,CUST0092,Email,Medium,Access Request,Account,Resolved,85,4.0,0,CRM
TKT00485,2025-04-19 19:17:00,2025-04-20 03:08:29,2025-04-20 03:08:29,CUST0277,Email, medium ,Application Bug,Technical,Resolved,55,4.0,0,Support Portal
TKT00486,2025-01-10 18:15:00,,2025-01-10 20:15:00,CUST0226,API Monitoring,Low,Slow Performance,Technical,Open,85,,0,Support Portal
TKT00487,2025-02-07 16:23:00,2025-02-08 01:04:21,2025-02-08 01:04:21,CUST0084,Email,High,OAuth Issue,Integrations,Resolved,37,3.0,0,Support Portal
TKT00488,2025-05-09 14:11:00,,2025-05-12 07:11:00,CUST0254,Chat,Medium,Application Bug,Technical,Open,95,,0,Support Portal
TKT00489,2025-03-25 08:08:00,2025-03-26 19:51:26,2025-03-26 19:51:26,CUST0112,Email,Low,Application Bug,Technical,Resolved,44,3.0,0,Support Portal
TKT00490,2025-01-09 17:50:00,2025-01-09 22:23:13,2025-01-09 22:23:13,CUST0112,Email,High,Account Closure,Account,Resolved,39,4.0,0,Support Portal
TKT00491,2025-02-24 14:02:00,2025-02-24 22:56:04,2025-02-24 22:56:04,CUST0032,Chat,High,Account Closure,ACCOUNT ,Resolved,19,3.0,0,Support Portal
TKT00492,2025-05-23 20:44:00,2025-05-24 10:46:01,2025-05-24 10:46:01,CUST0136,Email,Medium,Webhook Failure,Integrations,Resolved,90,3.0,0,Support Portal
